city_id,year,month,region,state,city,deaths
81914528,2018,1,North,Acre,Assis Brasil,1
82280746,2018,1,North,Acre,Brasiléia,8
43868530,2018,1,North,Acre,Bujari,3
70178755,2018,1,North,Acre,Cruzeiro do Sul,60
69033674,2018,1,North,Acre,Epitaciolândia,6
19178699,2018,1,North,Acre,Feijó,11
86352283,2018,1,North,Acre,Manoel Urbano,4
32075369,2018,1,North,Acre,Mâncio Lima,2
22070895,2018,1,North,Acre,Plácido de Castro,4
41129086,2018,1,North,Acre,Porto Acre,3
9420965,2018,1,North,Acre,Porto Walter,1
41680137,2018,1,North,Acre,Rio Branco,159
54692870,2018,1,North,Acre,Rodrigues Alves,8
38626710,2018,1,North,Acre,Sena Madureira,15
84843218,2018,1,North,Acre,Senador Guiomard,5
1672030,2018,1,North,Acre,Tarauacá,13
61641364,2018,1,North,Acre,Xapuri,8
7835577,2018,1,North,Amazonas,Apuí,8
67559789,2018,1,North,Amazonas,Borba,3
84488775,2018,1,North,Amazonas,Ipixuna,3
86715639,2018,1,North,Amazonas,Itacoatiara,4
42966477,2018,1,North,Amazonas,Manacapuru,14
79819096,2018,1,North,Amazonas,Manaus,509
79223305,2018,1,North,Amazonas,Parintins,21
60261284,2018,1,North,Amapá,Ferreira Gomes,4
99878032,2018,1,North,Amapá,Laranjal do Jari,13
95731673,2018,1,North,Amapá,Macapa,147
48413621,2018,1,North,Amapá,Oiapoque,1
35797174,2018,1,North,Amapá,Porto Grande,1
25953435,2018,1,North,Pará,Abaetetuba,42
81006409,2018,1,North,Pará,Altamira,69
16611839,2018,1,North,Pará,Barcarena,9
68854303,2018,1,North,Pará,Belém,14
464283,2018,1,North,Pará,Brejo Grande do Araguaia,1
3387091,2018,1,North,Pará,Breu Branco,7
25930731,2018,1,North,Pará,Canaã dos Carajás,5
31363528,2018,1,North,Pará,Conceição do Araguaia,17
99142537,2018,1,North,Pará,Dom Eliseu,8
86029395,2018,1,North,Pará,Eldorado dos Carajás,12
45203585,2018,1,North,Pará,Igarapé-Miri,1
72079056,2018,1,North,Pará,Itaituba,43
25743403,2018,1,North,Pará,Marituba,16
84103426,2018,1,North,Pará,Monte Alegre,20
33191711,2018,1,North,Pará,Novo Progresso,6
29542311,2018,1,North,Pará,Novo Repartimento,17
63756804,2018,1,North,Pará,Pacajá,14
50108060,2018,1,North,Pará,Palestina do Pará,1
60592548,2018,1,North,Pará,Paragominas,43
28042721,2018,1,North,Pará,Rio Maria,10
42669134,2018,1,North,Pará,Rondon do Pará,16
65699446,2018,1,North,Pará,Rurópolis,14
98913555,2018,1,North,Pará,Santana do Araguaia,7
48557970,2018,1,North,Pará,Santarem,183
74457692,2018,1,North,Pará,São Domingos do Araguaia,11
45051201,2018,1,North,Pará,São Domingos do Capim,3
