city_id,year,month,region,state,city,deaths
65924446,2019,1,North,Acre,Acrelândia,3
82280746,2019,1,North,Acre,Brasiléia,12
43868530,2019,1,North,Acre,Bujari,1
80998682,2019,1,North,Acre,Capixaba,1
70178755,2019,1,North,Acre,Cruzeiro do Sul,43
69033674,2019,1,North,Acre,Epitaciolândia,4
19178699,2019,1,North,Acre,Feijó,10
86352283,2019,1,North,Acre,Manoel Urbano,2
32075369,2019,1,North,Acre,Mâncio Lima,6
22070895,2019,1,North,Acre,Plácido de Castro,8
41129086,2019,1,North,Acre,Porto Acre,3
9420965,2019,1,North,Acre,Porto Walter,1
41680137,2019,1,North,Acre,Rio Branco,154
54692870,2019,1,North,Acre,Rodrigues Alves,2
38626710,2019,1,North,Acre,Sena Madureira,14
84843218,2019,1,North,Acre,Senador Guiomard,6
1672030,2019,1,North,Acre,Tarauacá,13
61641364,2019,1,North,Acre,Xapuri,11
7835577,2019,1,North,Amazonas,Apuí,9
45565414,2019,1,North,Amazonas,Autazes,10
78938892,2019,1,North,Amazonas,Boca do Acre,3
67559789,2019,1,North,Amazonas,Borba,2
69983737,2019,1,North,Amazonas,Careiro da Várzea,1
84488775,2019,1,North,Amazonas,Ipixuna,2
86715639,2019,1,North,Amazonas,Itacoatiara,28
62119271,2019,1,North,Amazonas,Jutaí,2
42966477,2019,1,North,Amazonas,Manacapuru,22
79819096,2019,1,North,Amazonas,Manaus,805
61346214,2019,1,North,Amazonas,Manicoré,4
28367270,2019,1,North,Amazonas,Novo Airão,2
79223305,2019,1,North,Amazonas,Parintins,36
43938972,2019,1,North,Amazonas,São Paulo de Olivença,1
81862055,2019,1,North,Amazonas,Uarini,2
60261284,2019,1,North,Amapá,Ferreira Gomes,1
99878032,2019,1,North,Amapá,Laranjal do Jari,15
95731673,2019,1,North,Amapá,Macapa,209
48413621,2019,1,North,Amapá,Oiapoque,4
35797174,2019,1,North,Amapá,Porto Grande,4
63630845,2019,1,North,Amapá,Vitória do Jari,1
25953435,2019,1,North,Pará,Abaetetuba,45
4239250,2019,1,North,Pará,Acará,7
97096578,2019,1,North,Pará,Alenquer,15
36042707,2019,1,North,Pará,Almeirim,8
81006409,2019,1,North,Pará,Altamira,58
78276904,2019,1,North,Pará,Ananindeua,45
42497217,2019,1,North,Pará,Anapu,6
42863464,2019,1,North,Pará,Aurora do Pará,9
19315774,2019,1,North,Pará,Bagre,2
16611839,2019,1,North,Pará,Barcarena,37
68854303,2019,1,North,Pará,Belém,330
2104492,2019,1,North,Pará,Benevides,5
99363953,2019,1,North,Pará,Bonito,1
63365728,2019,1,North,Pará,Bragança,3
464283,2019,1,North,Pará,Brejo Grande do Araguaia,3
89951226,2019,1,North,Pará,Cachoeira do Piriá,4
11796168,2019,1,North,Pará,Cametá,18
25930731,2019,1,North,Pará,Canaã dos Carajás,8
10598579,2019,1,North,Pará,Capitão Poço,19
31363528,2019,1,North,Pará,Conceição do Araguaia,21
94804879,2019,1,North,Pará,Cumaru do Norte,1
97179164,2019,1,North,Pará,Curralinho,8
99142537,2019,1,North,Pará,Dom Eliseu,15
86029395,2019,1,North,Pará,Eldorado dos Carajás,10
53061158,2019,1,North,Pará,Floresta do Araguaia,10
45203585,2019,1,North,Pará,Igarapé-Miri,1
94540974,2019,1,North,Pará,Ipixuna do Para,10
72079056,2019,1,North,Pará,Itaituba,41
88217141,2019,1,North,Pará,Jacundá,7
81832764,2019,1,North,Pará,Limoeiro do Ajuru,7
77680600,2019,1,North,Pará,Maraba,174
84100196,2019,1,North,Pará,Maracanã,6
67168965,2019,1,North,Pará,Marapanim,9
25743403,2019,1,North,Pará,Marituba,13
99852916,2019,1,North,Pará,Medicilândia,9
84256954,2019,1,North,Pará,Melgaço,2
84103426,2019,1,North,Pará,Monte Alegre,19
14149858,2019,1,North,Pará,Mãe do Rio,24
11290555,2019,1,North,Pará,Nova Esperança do Piriá,7
33191711,2019,1,North,Pará,Novo Progresso,10
29542311,2019,1,North,Pará,Novo Repartimento,25
54830126,2019,1,North,Pará,Obidos,2
86250369,2019,1,North,Pará,Ourilândia do Norte,8
63756804,2019,1,North,Pará,Pacajá,11
50108060,2019,1,North,Pará,Palestina do Pará,1
60592548,2019,1,North,Pará,Paragominas,32
59445777,2019,1,North,Pará,Placas,3
63392545,2019,1,North,Pará,Ponta de Pedras,12
33244553,2019,1,North,Pará,Portel,5
16576283,2019,1,North,Pará,Prainha,2
92260853,2019,1,North,Pará,Redenção,61
28042721,2019,1,North,Pará,Rio Maria,10
42669134,2019,1,North,Pará,Rondon do Pará,8
65699446,2019,1,North,Pará,Rurópolis,7
19283964,2019,1,North,Pará,Salinópolis,20
98967312,2019,1,North,Pará,Santa Bárbara do Pará,7
46597349,2019,1,North,Pará,Santa Luzia do Pará,3
93347183,2019,1,North,Pará,Santa Maria das Barreiras,1
98913555,2019,1,North,Pará,Santana do Araguaia,12
48557970,2019,1,North,Pará,Santarem,161
57091903,2019,1,North,Pará,Santarém Novo,6
9808149,2019,1,North,Pará,Sao Miguel do Guama,2
74457692,2019,1,North,Pará,São Domingos do Araguaia,4
45051201,2019,1,North,Pará,São Domingos do Capim,5
74864143,2019,1,North,Pará,São Francisco do Pará,10
47942072,2019,1,North,Pará,São Félix do Xingu,13
75857936,2019,1,North,Pará,São Geraldo do Araguaia,6
29047361,2019,1,North,Pará,São João do Araguaia,3
97820277,2019,1,North,Pará,Tailandia,15
41311051,2019,1,North,Pará,Terra Alta,3
13150135,2019,1,North,Pará,Tracuateua,7
74170536,2019,1,North,Pará,Tucumã,17
37091484,2019,1,North,Pará,Tucurui,36
53036654,2019,1,North,Pará,Uruará,7
71195412,2019,1,North,Pará,Vigia,16
87730373,2019,1,North,Pará,Viseu,3
87105796,2019,1,North,Pará,Vitória do Xingu,1
93893842,2019,1,North,Pará,Xinguara,12
32653787,2019,1,North,Rondônia,Alta Floresta D'oeste,11
29020846,2019,1,North,Rondônia,Alto Alegre dos Parecis,3
6911422,2019,1,North,Rondônia,Alvorada D'oeste,8
18412473,2019,1,North,Rondônia,Ariquemes,43
87775593,2019,1,North,Rondônia,Buritis,10
97472708,2019,1,North,Rondônia,Cabixi,3
22207281,2019,1,North,Rondônia,Cacaulândia,1
74397224,2019,1,North,Rondônia,Cacoal,54
77596550,2019,1,North,Rondônia,Campo Novo de Rondônia,2
89417018,2019,1,North,Rondônia,Candeias do Jamari,5
93779171,2019,1,North,Rondônia,Cerejeiras,10
23352429,2019,1,North,Rondônia,Chupinguaia,1
48574901,2019,1,North,Rondônia,Colorado do Oeste,6
11586031,2019,1,North,Rondônia,Corumbiara,4
63094859,2019,1,North,Rondônia,Espigão do Oeste,19
48242198,2019,1,North,Rondônia,Governador Jorge Teixeira,6
56084356,2019,1,North,Rondônia,Guajara-Mirim,16
362520,2019,1,North,Rondônia,Jaru,27
38887176,2019,1,North,Rondônia,Ji-Paraná,58
96925869,2019,1,North,Rondônia,Machadinho D'oeste,10
29124184,2019,1,North,Rondônia,Ministro Andreazza,3
99374637,2019,1,North,Rondônia,Mirante da Serra,6
8022728,2019,1,North,Rondônia,Nova Brasilândia D'oeste,11
56043358,2019,1,North,Rondônia,Nova Mamoré,12
72723791,2019,1,North,Rondônia,Nova União,3
69797485,2019,1,North,Rondônia,Novo Horizonte do Oeste,2
27889972,2019,1,North,Rondônia,Ouro Preto do Oeste,50
18597373,2019,1,North,Rondônia,Parecis,1
62538048,2019,1,North,Rondônia,Pimenta Bueno,17
55046911,2019,1,North,Rondônia,Porto Velho,230
46058344,2019,1,North,Rondônia,Presidente Médici,10
50454402,2019,1,North,Rondônia,Primavera de Rondônia,2
75757381,2019,1,North,Rondônia,Santa Luzia D'oeste,2
54009789,2019,1,North,Rondônia,Seringueiras,4
71644622,2019,1,North,Rondônia,São Felipe D'oeste,2
38263005,2019,1,North,Rondônia,São Francisco do Guaporé,8
88915150,2019,1,North,Rondônia,São Miguel do Guaporé,15
2684411,2019,1,North,Rondônia,Teixeirópolis,2
7491468,2019,1,North,Rondônia,Theobroma,4
53804433,2019,1,North,Rondônia,Urupá,6
5135083,2019,1,North,Rondônia,Vale do Anari,9
66830510,2019,1,North,Rondônia,Vilhena,53
82024192,2019,1,North,Roraima,Alto Alegre,1
15616192,2019,1,North,Roraima,Boa Vista,170
53619859,2019,1,North,Roraima,Rorainópolis,4
44982697,2019,1,North,Tocantins,Aguiarnópolis,2
36449795,2019,1,North,Tocantins,Almas,7
77783586,2019,1,North,Tocantins,Ananás,8
78089751,2019,1,North,Tocantins,Angico,2
68288565,2019,1,North,Tocantins,Aparecida do Rio Negro,4
43998113,2019,1,North,Tocantins,Aragominas,3
66818925,2019,1,North,Tocantins,Araguacema,5
14957964,2019,1,North,Tocantins,Araguana,2
17085563,2019,1,North,Tocantins,Araguatins,8
94130797,2019,1,North,Tocantins,Araguaçu,5
57781051,2019,1,North,Tocantins,Arapoema,2
80891888,2019,1,North,Tocantins,Arraias,13
9230860,2019,1,North,Tocantins,Aurora do Tocantins,3
42026820,2019,1,North,Tocantins,Babaçulândia,8
90465220,2019,1,North,Tocantins,Barra do Ouro,1
10542197,2019,1,North,Tocantins,Barrolândia,3
45608660,2019,1,North,Tocantins,Bom Jesus do Tocantins,2
37267877,2019,1,North,Tocantins,Brejinho de Nazaré,3
25810892,2019,1,North,Tocantins,Buriti do Tocantins,3
94181085,2019,1,North,Tocantins,Campos Lindos,4
87999106,2019,1,North,Tocantins,Cariri do Tocantins,1
27750732,2019,1,North,Tocantins,Caseara,1
9676685,2019,1,North,Tocantins,Colméia,1
10939775,2019,1,North,Tocantins,Combinado,1
46390712,2019,1,North,Tocantins,Conceição do Tocantins,5
4055576,2019,1,North,Tocantins,Couto de Magalhães,2
61891835,2019,1,North,Tocantins,Darcinópolis,5
55524451,2019,1,North,Tocantins,Dianópolis,10
40434861,2019,1,North,Tocantins,Divinópolis do Tocantins,1
